dados_google_querodelivery
3 de Maio de 2022 - 31 de Maio de 2022
Campanha,Tipo de campanha,Dia,Cidade (local geográfico),Código da moeda,Cliques,Impr.,CTR,CPC médio,Custo,Conversões,Custo / conv.,Taxa de conv.
[download]Manutencao_Marketing_geral,App,2022-05-16,Pirassununga,BRL,2,21,"9,52%","0,13","0,26","0,00", --,"0,00%"
[download]Manutencao_Marketing_geral,App,2022-05-20,Picos,BRL,10,286,"3,50%","0,24","2,40","6,00","0,40","17,14%"
[download]Manutencao_Marketing_geral,App,2022-05-27,Santana do Ipanema,BRL,8,138,"5,80%","0,29","2,36","4,00","0,59","14,29%"
[download]Manutencao_Marketing_geral,App,2022-05-06,Propriá,BRL,0,14,"0,00%", --,"0,00","0,00", --,0
[download]Manutencao_Marketing_geral,App,2022-05-28,Dias d'Ávila,BRL,4,132,"3,03%","0,11","0,43","1,00","0,43","25,00%"
[download]Manutencao_Marketing_geral,App,2022-05-08,Paudalho,BRL,0,26,"0,00%", --,"0,00","0,00", --,0
[download]Manutencao_Marketing_geral,App,2022-05-10,Senhor do Bonfim,BRL,2,60,"3,33%","0,05","0,11","1,00","0,11","50,00%"
[download]Manutencao_Marketing_geral,App,2022-05-05,Garanhuns,BRL,3,151,"1,99%","0,21","0,62","1,00","0,62","33,33%"
[download]Manutencao_Marketing_geral,App,2022-05-22,Eunápolis,BRL,11,219,"5,02%","0,17","1,82","4,00","0,46","28,57%"
[download]Manutencao_Marketing_geral,App,2022-05-16,Igarassu,BRL,1,72,"1,39%","0,02","0,02","0,00", --,"0,00%"
[download]Manutencao_Marketing_geral,App,2022-05-03,Cambé,BRL,3,107,"2,80%","0,35","1,06","2,00","0,53","66,67%"
[download]Manutencao_Marketing_geral,App,2022-05-30,Currais Novos,BRL,1,106,"0,94%","0,12","0,12","0,00", --,"0,00%"
[download]Manutencao_Marketing_geral,App,2022-05-07,Escada,BRL,1,39,"2,56%","0,42","0,42","1,00","0,42","100,00%"
[download]Manutencao_Marketing_geral,App,2022-05-03,Pojuca,BRL,14,55,"25,45%","0,20","2,84","12,00","0,24","80,00%"
[download]Manutencao_Marketing_geral,App,2022-05-27,Pojuca,BRL,11,109,"10,09%","0,20","2,16","9,00","0,24","24,32%"
[download]Manutencao_Marketing_geral,App,2022-05-04,Penedo,BRL,1,76,"1,32%","0,07","0,07","0,00", --,"0,00%"
[download]Manutencao_Marketing_geral,App,2022-05-16,Caruaru,BRL,5,461,"1,08%","0,09","0,44","2,00","0,22","33,33%"
[download]Manutencao_Marketing_geral,App,2022-05-27,Cascavel,BRL,2,70,"2,86%","0,25","0,50","3,00","0,17","15,00%"
[download]Manutencao_Marketing_geral,App,2022-05-06,Serrinha,BRL,18,144,"12,50%","0,17","3,10","12,00","0,26","66,67%"
[download]Manutencao_Marketing_geral,App,2022-05-06,Gravatá,BRL,5,94,"5,32%","0,18","0,89","4,00","0,22","80,00%"
[download]Manutencao_Marketing_geral,App,2022-05-03,Sousa,BRL,12,142,"8,45%","0,14","1,71","8,00","0,21","61,54%"
[download]Manutencao_Marketing_geral,App,2022-05-28,Salgueiro,BRL,13,193,"6,74%","0,21","2,70","15,00","0,18","22,73%"
[download]Manutencao_Marketing_geral,App,2022-05-18,Vinhedo,BRL,0,47,"0,00%", --,"0,00","0,00", --,0
[download]Manutencao_Marketing_geral,App,2022-05-16,Toritama,BRL,0,15,"0,00%", --,"0,01","0,00", --,"0,00%"
[download]Manutencao_Marketing_geral,App,2022-05-16,Alagoinhas,BRL,14,156,"8,97%","0,13","1,86","9,00","0,21","50,00%"
[download]Manutencao_Marketing_geral,App,2022-05-30,São Miguel dos Campos,BRL,3,101,"2,97%","0,27","0,82","0,00", --,"0,00%"
[download]Manutencao_Marketing_geral,App,2022-05-27,Simão Dias,BRL,4,95,"4,21%","0,09","0,37","4,00","0,09","25,00%"
[download]Manutencao_Marketing_geral,App,2022-05-15,Senhor do Bonfim,BRL,0,79,"0,00%", --,"0,02","0,00", --,"0,00%"
[download]Manutencao_Marketing_geral,App,2022-05-22,Alagoinhas,BRL,34,365,"9,32%","0,19","6,35","26,00","0,24","29,55%"
[download]Manutencao_Marketing_geral,App,2022-05-31,Atalaia,BRL,0,6,"0,00%", --,"0,00","0,00", --,0
[download]Manutencao_Marketing_geral,App,2022-05-24,Santa Cruz do Capibaribe,BRL,18,180,"10,00%","0,14","2,60","13,00","0,20","65,00%"
[download]Manutencao_Marketing_geral,App,2022-05-21,Itapetinga,BRL,10,102,"9,80%","0,18","1,78","8,00","0,22","44,44%"
[download]Manutencao_Marketing_geral,App,2022-05-30,Penedo,BRL,1,115,"0,87%","0,33","0,33","0,00", --,"0,00%"
[download]Manutencao_Marketing_geral,App,2022-05-14,Nossa Senhora do Socorro,BRL,4,199,"2,01%","0,30","1,21","3,00","0,40","75,00%"
[download]Manutencao_Marketing_geral,App,2022-05-17,Itabaianinha,BRL,5,64,"7,81%","0,15","0,73","1,00","0,73","20,00%"
[download]Manutencao_Marketing_geral,App,2022-05-14,Cambé,BRL,2,147,"1,36%","0,16","0,31","2,00","0,16","100,00%"
[download]Manutencao_Marketing_geral,App,2022-05-18,Simões Filho,BRL,5,212,"2,36%","0,26","1,28","3,00","0,43","60,00%"
[download]Manutencao_Marketing_geral,App,2022-05-29,Moreno,BRL,0,34,"0,00%", --,"0,00","0,00", --,0
[download]Manutencao_Marketing_geral,App,2022-05-09,Itanhaém,BRL,1,95,"1,05%","0,02","0,02","0,00", --,"0,00%"
[download]Manutencao_Marketing_geral,App,2022-05-15,Igarassu,BRL,4,139,"2,88%","0,07","0,27","1,00","0,27","25,00%"
[download]Manutencao_Marketing_geral,App,2022-05-23,Picos,BRL,8,224,"3,57%","0,28","2,22","5,00","0,44","26,32%"
[download]Manutencao_Marketing_geral,App,2022-05-31,Arcoverde,BRL,15,146,"10,27%","0,17","2,62","11,00","0,24","64,71%"
[download]Manutencao_Marketing_geral,App,2022-05-09,Salto de Pirapora,BRL,0,11,"0,00%", --,"0,00","0,00", --,0
[download]Manutencao_Marketing_geral,App,2022-05-29,Espírito Santo do Pinhal,BRL,0,66,"0,00%", --,"0,06","0,00", --,"0,00%"
[download]Manutencao_Marketing_geral,App,2022-05-20,Nossa Senhora do Socorro,BRL,8,305,"2,62%","0,08","0,64","4,00","0,16","30,77%"
[download]Manutencao_Marketing_geral,App,2022-05-20,Patos,BRL,34,479,"7,10%","0,15","5,03","33,00","0,15","23,91%"
[download]Manutencao_Marketing_geral,App,2022-05-03,Itabaianinha,BRL,5,75,"6,67%","0,20","1,01","3,00","0,34","60,00%"
[download]Manutencao_Marketing_geral,App,2022-05-04,Itapevi,BRL,2,140,"1,43%","0,09","0,19","0,00", --,"0,00%"
[download]Manutencao_Marketing_geral,App,2022-05-13,Penedo,BRL,2,83,"2,41%","0,09","0,18","1,00","0,18","50,00%"
[download]Manutencao_Marketing_geral,App,2022-05-21,Vitória de Santo Antão,BRL,8,388,"2,06%","0,46","3,72","7,00","0,53","9,09%"
[download]Manutencao_Marketing_geral,App,2022-05-27,Catu,BRL,6,76,"7,89%","0,17","1,00","2,00","0,50","18,18%"
[download]Manutencao_Marketing_geral,App,2022-05-08,Catolé do Rocha,BRL,0,21,"0,00%", --,"0,00","0,00", --,0
[download]Manutencao_Marketing_geral,App,2022-05-26,São Miguel dos Campos,BRL,0,83,"0,00%", --,"0,04","0,00", --,"0,00%"
[download]Manutencao_Marketing_geral,App,2022-05-22,Guarabira,BRL,8,165,"4,85%","0,08","0,67","1,00","0,67","10,00%"
[download]Manutencao_Marketing_geral,App,2022-05-21,Propriá,BRL,3,39,"7,69%","0,17","0,52","3,00","0,17","60,00%"
[download]Manutencao_Marketing_geral,App,2022-05-19,Recife,BRL,15,776,"1,93%","0,24","3,56","8,00","0,45","33,33%"
[download]Manutencao_Marketing_geral,App,2022-05-18,Santo Antônio de Jesus,BRL,11,223,"4,93%","0,18","2,03","9,00","0,23","75,00%"
[download]Manutencao_Marketing_geral,App,2022-05-28,Garanhuns,BRL,14,331,"4,23%","0,18","2,50","4,00","0,62","20,00%"
[download]Manutencao_Marketing_geral,App,2022-05-14,Abreu e Lima,BRL,7,142,"4,93%","0,16","1,10","4,00","0,28","44,44%"
[download]Manutencao_Marketing_geral,App,2022-05-25,Cascavel,BRL,4,40,"10,00%","0,28","1,14","1,00","1,14","25,00%"
[download]Manutencao_Marketing_geral,App,2022-05-18,Cascavel,BRL,4,61,"6,56%","0,28","1,13","2,00","0,57","50,00%"
[download]Manutencao_Marketing_geral,App,2022-05-09,Itaberaba,BRL,2,61,"3,28%","0,11","0,21","2,00","0,11","100,00%"
[download]Manutencao_Marketing_geral,App,2022-05-10,Itapetinga,BRL,0,78,"0,00%", --,"0,00","0,00", --,0
[download]Manutencao_Marketing_geral,App,2022-05-08,Espírito Santo do Pinhal,BRL,1,22,"4,55%","0,40","0,40","1,00","0,40","100,00%"
[download]Manutencao_Marketing_geral,App,2022-05-20,Palmeira dos Índios,BRL,18,226,"7,96%","0,16","2,91","15,00","0,19","21,43%"
[download]Manutencao_Marketing_geral,App,2022-05-21,Guaratinguetá,BRL,11,314,"3,50%","0,18","2,00","3,00","0,67","23,08%"
[download]Manutencao_Marketing_geral,App,2022-05-08,Irecê,BRL,12,80,"15,00%","0,15","1,78","10,00","0,18","83,33%"
[download]Manutencao_Marketing_geral,App,2022-05-18,Itabaiana,BRL,33,198,"16,67%","0,12","3,87","22,00","0,18","62,86%"
[download]Manutencao_Marketing_geral,App,2022-05-26,Goiana,BRL,6,124,"4,84%","0,32","1,89","4,00","0,47","66,67%"
[download]Manutencao_Marketing_geral,App,2022-05-09,Madre de Deus,BRL,1,31,"3,23%","0,20","0,20","1,00","0,20","100,00%"
[download]Manutencao_Marketing_geral,App,2022-05-12,Alagoinhas,BRL,19,151,"12,58%","0,17","3,14","13,00","0,24","68,42%"
[download]Manutencao_Marketing_geral,App,2022-05-10,Atalaia,BRL,0,7,"0,00%", --,"0,00","0,00", --,0
[download]Manutencao_Marketing_geral,App,2022-05-22,Paulo Afonso,BRL,32,379,"8,44%","0,21","6,83","21,00","0,33","21,21%"
[download]Manutencao_Marketing_geral,App,2022-05-10,Feira de Santana,BRL,7,430,"1,63%","0,08","0,59","1,00","0,59","14,29%"
[download]Manutencao_Marketing_geral,App,2022-05-22,Penedo,BRL,4,118,"3,39%","0,16","0,64","2,00","0,32","50,00%"
[download]Manutencao_Marketing_geral,App,2022-05-07,Catu,BRL,5,59,"8,47%","0,11","0,53","2,00","0,27","40,00%"
[download]Manutencao_Marketing_geral,App,2022-05-29,Itapetinga,BRL,8,93,"8,60%","0,14","1,10","4,00","0,27","44,44%"
[download]Manutencao_Marketing_geral,App,2022-05-21,Santana do Ipanema,BRL,3,205,"1,46%","0,48","1,43","4,00","0,36","7,84%"
[download]Manutencao_Marketing_geral,App,2022-05-28,Icó,BRL,2,132,"1,52%","0,30","0,60","0,00", --,"0,00%"
[download]Manutencao_Marketing_geral,App,2022-05-17,Tobias Barreto,BRL,26,161,"16,15%","0,06","1,51","19,00","0,08","67,86%"
[download]Manutencao_Marketing_geral,App,2022-05-07,Currais Novos,BRL,2,106,"1,89%","0,08","0,16","0,00", --,"0,00%"
[download]Manutencao_Marketing_geral,App,2022-05-09,Escada,BRL,3,34,"8,82%","0,29","0,87","2,00","0,44","66,67%"
[download]Manutencao_Marketing_geral,App,2022-05-22,Nossa Senhora do Socorro,BRL,6,326,"1,84%","0,13","0,76","2,00","0,38","18,18%"
[download]Manutencao_Marketing_geral,App,2022-05-10,Santa Rita,BRL,3,188,"1,60%","0,09","0,26","1,00","0,26","33,33%"
[download]Manutencao_Marketing_geral,App,2022-05-31,Farroupilha,BRL,0,38,"0,00%", --,"0,00","0,00", --,0
[download]Manutencao_Marketing_geral,App,2022-05-13,Serra Talhada,BRL,37,216,"17,13%","0,19","7,20","31,00","0,23","83,78%"
[download]Manutencao_Marketing_geral,App,2022-05-22,Atalaia,BRL,1,16,"6,25%","0,83","0,83","2,00","0,41","25,00%"
[download]Manutencao_Marketing_geral,App,2022-05-25,Pojuca,BRL,8,57,"14,04%","0,18","1,47","5,00","0,29","62,50%"
[download]Manutencao_Marketing_geral,App,2022-05-20,Lajedo,BRL,2,50,"4,00%","0,32","0,65","0,00", --,"0,00%"
[download]Manutencao_Marketing_geral,App,2022-05-19,Estância,BRL,32,206,"15,53%","0,09","2,92","22,00","0,13","51,16%"
[download]Manutencao_Marketing_geral,App,2022-05-14,Tianguá,BRL,0,2,"0,00%", --,"0,00","0,00", --,0
[download]Manutencao_Marketing_geral,App,2022-05-20,Tianguá,BRL,0,1,"0,00%", --,"0,00","0,00", --,0
[download]Manutencao_Marketing_geral,App,2022-05-07,Guaratinguetá,BRL,5,253,"1,98%","0,08","0,42","3,00","0,14","60,00%"
[download]Manutencao_Marketing_geral,App,2022-05-07,Pilar,BRL,4,50,"8,00%","0,13","0,53","3,00","0,18","60,00%"
[download]Manutencao_Marketing_geral,App,2022-05-07,Feira de Santana,BRL,7,550,"1,27%","0,12","0,82","2,00","0,41","28,57%"
[download]Manutencao_Marketing_geral,App,2022-05-31,Itapevi,BRL,1,121,"0,83%","0,06","0,06","0,00", --,"0,00%"
[download]Manutencao_Marketing_geral,App,2022-05-10,Carpina,BRL,5,133,"3,76%","0,25","1,23","5,00","0,25","100,00%"
[download]Manutencao_Marketing_geral,App,2022-05-04,Cabedelo,BRL,1,31,"3,23%","0,02","0,02","1,00","0,02","100,00%"
[download]Manutencao_Marketing_geral,App,2022-05-05,Cabedelo,BRL,1,41,"2,44%","0,02","0,02","0,00", --,"0,00%"
[download]Manutencao_Marketing_geral,App,2022-05-15,Moreno,BRL,0,29,"0,00%", --,"0,00","0,00", --,0
[download]Manutencao_Marketing_geral,App,2022-05-09,Rolândia,BRL,0,55,"0,00%", --,"0,00","0,00", --,0
[download]Manutencao_Marketing_geral,App,2022-05-16,Propriá,BRL,0,18,"0,00%", --,"0,00","0,00", --,0
[download]Manutencao_Marketing_geral,App,2022-05-03,Serrinha,BRL,14,120,"11,67%","0,23","3,20","13,00","0,25","86,67%"
[download]Manutencao_Marketing_geral,App,2022-05-22,São Miguel dos Campos,BRL,2,102,"1,96%","0,25","0,49","1,00","0,49","20,00%"
[download]Manutencao_Marketing_geral,App,2022-05-06,Vinhedo,BRL,1,37,"2,70%","0,38","0,38","1,00","0,38","100,00%"
[download]Manutencao_Marketing_geral,App,2022-05-18,Vitória de Santo Antão,BRL,8,232,"3,45%","0,19","1,56","6,00","0,26","37,50%"
[download]Manutencao_Marketing_geral,App,2022-05-10,Cabo de Santo Agostinho,BRL,1,157,"0,64%","0,26","0,26","0,00", --,"0,00%"
[download]Manutencao_Marketing_geral,App,2022-05-06,Santa Cruz do Capibaribe,BRL,15,106,"14,15%","0,14","2,08","11,00","0,19","73,33%"
[download]Manutencao_Marketing_geral,App,2022-05-05,Propriá,BRL,0,16,"0,00%", --,"0,00","0,00", --,0
[download]Manutencao_Marketing_geral,App,2022-05-21,Pojuca,BRL,16,180,"8,89%","0,20","3,17","18,00","0,18","28,57%"
[download]Manutencao_Marketing_geral,App,2022-05-09,Carpina,BRL,4,118,"3,39%","0,20","0,80","4,00","0,20","100,00%"
[download]Manutencao_Marketing_geral,App,2022-05-28,Carpina,BRL,15,221,"6,79%","0,37","5,60","12,00","0,47","30,77%"
[download]Manutencao_Marketing_geral,App,2022-05-25,Penedo,BRL,1,93,"1,08%","0,25","0,25","0,00", --,"0,00%"
[download]Manutencao_Marketing_geral,App,2022-05-06,Simões Filho,BRL,7,146,"4,79%","0,16","1,14","3,00","0,38","42,86%"
[download]Manutencao_Marketing_geral,App,2022-05-14,Timbaúba,BRL,1,81,"1,23%","0,11","0,11","1,00","0,11","100,00%"
[download]Manutencao_Marketing_geral,App,2022-05-23,Ipirá,BRL,9,78,"11,54%","0,25","2,22","6,00","0,37","33,33%"
[download]Manutencao_Marketing_geral,App,2022-05-08,Aracaju,BRL,11,1.222,"0,90%","0,12","1,32","5,00","0,26","45,45%"
[download]Manutencao_Marketing_geral,App,2022-05-16,Lajedo,BRL,0,26,"0,00%", --,"0,00","0,00", --,0
[download]Manutencao_Marketing_geral,App,2022-05-15,Sousa,BRL,19,165,"11,52%","0,18","3,51","13,00","0,27","50,00%"
[download]Manutencao_Marketing_geral,App,2022-05-10,Brumado,BRL,6,56,"10,71%","0,13","0,81","5,00","0,16","83,33%"
[download]Manutencao_Marketing_geral,App,2022-05-10,Santa Inês,BRL,7,105,"6,67%","0,17","1,22","4,00","0,31","57,14%"
[download]Manutencao_Marketing_geral,App,2022-05-28,Bezerros,BRL,2,199,"1,01%","0,30","0,59","1,00","0,59","50,00%"
[download]Manutencao_Marketing_geral,App,2022-05-13,Surubim,BRL,0,47,"0,00%", --,"0,03","0,00", --,0
[download]Manutencao_Marketing_geral,App,2022-05-25,Patos,BRL,20,303,"6,60%","0,14","2,83","18,00","0,16","48,65%"
[download]Manutencao_Marketing_geral,App,2022-05-10,Madre de Deus,BRL,0,22,"0,00%", --,"0,00","0,00", --,0
[download]Manutencao_Marketing_geral,App,2022-05-14,Eunápolis,BRL,6,168,"3,57%","0,05","0,29","2,00","0,15","28,57%"
[download]Manutencao_Marketing_geral,App,2022-05-10,Cambé,BRL,0,112,"0,00%", --,"0,00","0,00", --,0
[download]Manutencao_Marketing_geral,App,2022-05-31,Caruaru,BRL,9,485,"1,86%","0,11","0,97","3,00","0,32","33,33%"
[download]Manutencao_Marketing_geral,App,2022-05-14,Goiana,BRL,2,118,"1,69%","0,15","0,30","0,00", --,"0,00%"
[download]Manutencao_Marketing_geral,App,2022-05-31,Lajedo,BRL,0,31,"0,00%", --,"0,00","0,00", --,0
[download]Manutencao_Marketing_geral,App,2022-05-18,Pombal,BRL,16,69,"23,19%","0,12","1,93","9,00","0,21","56,25%"
[download]Manutencao_Marketing_geral,App,2022-05-03,Santo Antônio de Jesus,BRL,12,186,"6,45%","0,23","2,75","9,00","0,31","69,23%"
[download]Manutencao_Marketing_geral,App,2022-05-21,Itanhaém,BRL,2,156,"1,28%","0,49","0,98","0,00", --,"0,00%"
[download]Manutencao_Marketing_geral,App,2022-05-28,Serrinha,BRL,24,283,"8,48%","0,24","5,77","22,00","0,26","29,73%"
[download]Manutencao_Marketing_geral,App,2022-05-26,Itapetinga,BRL,4,93,"4,30%","0,29","1,15","1,00","1,15","12,50%"
[download]Manutencao_Marketing_geral,App,2022-05-28,Simão Dias,BRL,16,125,"12,80%","0,08","1,28","14,00","0,09","35,90%"
[download]Manutencao_Marketing_geral,App,2022-05-20,Aparecida,BRL,0,24,"0,00%", --,"0,00","0,00", --,0
[download]Manutencao_Marketing_geral,App,2022-05-12,Itapevi,BRL,2,45,"4,44%","0,07","0,15","1,00","0,15","50,00%"
[download]Manutencao_Marketing_geral,App,2022-05-06,Petrolina,BRL,3,372,"0,81%","0,13","0,39","1,00","0,39","33,33%"
[download]Manutencao_Marketing_geral,App,2022-05-25,Cabo de Santo Agostinho,BRL,4,200,"2,00%","0,12","0,46","2,00","0,23","50,00%"
[download]Manutencao_Marketing_geral,App,2022-05-25,Lajedo,BRL,1,39,"2,56%","0,24","0,24","0,00", --,"0,00%"
[download]Manutencao_Marketing_geral,App,2022-05-10,Timbaúba,BRL,0,41,"0,00%", --,"0,00","0,00", --,0
[download]Manutencao_Marketing_geral,App,2022-05-15,Paulista,BRL,3,583,"0,51%","0,12","0,35","2,00","0,18","66,67%"
[download]Manutencao_Marketing_geral,App,2022-05-06,Irecê,BRL,20,78,"25,64%","0,28","5,66","15,00","0,38","68,18%"
[download]Manutencao_Marketing_geral,App,2022-05-09,Pilar,BRL,1,47,"2,13%","0,11","0,11","2,00","0,06","200,00%"
[download]Manutencao_Marketing_geral,App,2022-05-26,Penedo,BRL,5,130,"3,85%","0,32","1,59","3,00","0,53","50,00%"
[download]Manutencao_Marketing_geral,App,2022-05-06,Cabo de Santo Agostinho,BRL,1,173,"0,58%","0,03","0,03","0,00", --,"0,00%"
[download]Manutencao_Marketing_geral,App,2022-05-05,Atalaia,BRL,1,10,"10,00%","0,02","0,02","1,00","0,02","100,00%"
[download]Manutencao_Marketing_geral,App,2022-05-12,Jacobina,BRL,8,74,"10,81%","0,26","2,12","7,00","0,30","87,50%"
[download]Manutencao_Marketing_geral,App,2022-05-09,Tobias Barreto,BRL,23,132,"17,42%","0,25","5,84","17,00","0,34","70,83%"
[download]Manutencao_Marketing_geral,App,2022-05-17,Currais Novos,BRL,0,89,"0,00%", --,"0,00","0,00", --,0
[download]Manutencao_Marketing_geral,App,2022-05-11,Guaratinguetá,BRL,3,136,"2,21%","0,12","0,37","0,00", --,"0,00%"
[download]Manutencao_Marketing_geral,App,2022-05-25,Garanhuns,BRL,6,199,"3,02%","0,21","1,26","2,00","0,63","33,33%"
[download]Manutencao_Marketing_geral,App,2022-05-18,Serra Talhada,BRL,33,275,"12,00%","0,09","2,93","30,00","0,10","81,08%"
[download]Manutencao_Marketing_geral,App,2022-05-03,Senhor do Bonfim,BRL,0,50,"0,00%", --,"0,00","0,00", --,0
[download]Manutencao_Marketing_geral,App,2022-05-14,Alagoinhas,BRL,39,209,"18,66%","0,13","5,26","26,00","0,20","63,41%"
[download]Manutencao_Marketing_geral,App,2022-05-17,Timbaúba,BRL,0,48,"0,00%", --,"0,00","0,00", --,0
[download]Manutencao_Marketing_geral,App,2022-05-24,Salgueiro,BRL,20,148,"13,51%","0,07","1,40","10,00","0,14","47,62%"
[download]Manutencao_Marketing_geral,App,2022-05-14,Icó,BRL,0,92,"0,00%", --,"0,01","0,00", --,"0,00%"
[download]Manutencao_Marketing_geral,App,2022-05-15,Aracaju,BRL,17,1.244,"1,37%","0,15","2,63","11,00","0,24","57,89%"
[download]Manutencao_Marketing_geral,App,2022-05-06,Estância,BRL,17,142,"11,97%","0,22","3,76","11,00","0,34","61,11%"
[download]Manutencao_Marketing_geral,App,2022-05-18,Teixeira de Freitas,BRL,3,173,"1,73%","0,19","0,58","1,00","0,58","33,33%"
[download]Manutencao_Marketing_geral,App,2022-05-08,Queimadas,BRL,0,4,"0,00%", --,"0,00","0,00", --,0
[download]Manutencao_Marketing_geral,App,2022-05-11,Monteiro,BRL,4,29,"13,79%","0,29","1,18","3,00","0,39","75,00%"
[download]Manutencao_Marketing_geral,App,2022-05-07,Eunápolis,BRL,7,179,"3,91%","0,10","0,72","0,00", --,"0,00%"
[download]Manutencao_Marketing_geral,App,2022-05-21,Belo Jardim,BRL,18,241,"7,47%","0,30","5,49","17,00","0,32","18,89%"
[download]Manutencao_Marketing_geral,App,2022-05-10,Itaberaba,BRL,2,51,"3,92%","0,23","0,46","1,00","0,46","50,00%"
[download]Manutencao_Marketing_geral,App,2022-05-11,Dias d'Ávila,BRL,2,61,"3,28%","0,11","0,23","1,00","0,23","50,00%"
[download]Manutencao_Marketing_geral,App,2022-05-24,Jequié,BRL,1,253,"0,40%","0,23","0,23","0,00", --,"0,00%"
[download]Manutencao_Marketing_geral,App,2022-05-07,Araras,BRL,2,148,"1,35%","0,13","0,26","1,00","0,26","50,00%"
[download]Manutencao_Marketing_geral,App,2022-05-14,Itapevi,BRL,1,96,"1,04%","0,07","0,07","1,00","0,07","100,00%"
[download]Manutencao_Marketing_geral,App,2022-05-05,Itapetinga,BRL,3,60,"5,00%","0,15","0,45","1,00","0,45","33,33%"
[download]Manutencao_Marketing_geral,App,2022-05-30,Espírito Santo do Pinhal,BRL,0,29,"0,00%", --,"0,02","0,00", --,0
[download]Manutencao_Marketing_geral,App,2022-05-03,São Miguel dos Campos,BRL,0,54,"0,00%", --,"0,00","0,00", --,0
[download]Manutencao_Marketing_geral,App,2022-05-26,Simão Dias,BRL,9,79,"11,39%","0,05","0,42","8,00","0,05","53,33%"
[download]Manutencao_Marketing_geral,App,2022-05-20,Valença,BRL,13,145,"8,97%","0,15","1,96","11,00","0,18","30,56%"
[download]Manutencao_Marketing_geral,App,2022-05-31,Iguatu,BRL,11,191,"5,76%","0,13","1,41","6,00","0,24","50,00%"
[download]Manutencao_Marketing_geral,App,2022-05-19,Bezerros,BRL,3,158,"1,90%","0,21","0,63","1,00","0,63","33,33%"
[download]Manutencao_Marketing_geral,App,2022-05-29,Jandira,BRL,1,279,"0,36%","0,13","0,13","0,00", --,"0,00%"
[download]Manutencao_Marketing_geral,App,2022-05-30,Seabra,BRL,8,44,"18,18%","0,05","0,38","8,00","0,05","88,89%"
[download]Manutencao_Marketing_geral,App,2022-05-22,Embu das Artes,BRL,4,338,"1,18%","0,12","0,50","0,00", --,"0,00%"
[download]Manutencao_Marketing_geral,App,2022-05-24,Gravatá,BRL,7,148,"4,73%","0,16","1,12","4,00","0,28","50,00%"
[download]Manutencao_Marketing_geral,App,2022-05-04,Jequié,BRL,2,211,"0,95%","0,08","0,15","0,00", --,"0,00%"
[download]Manutencao_Marketing_geral,App,2022-05-09,Itabaiana,BRL,22,120,"18,33%","0,27","5,83","18,00","0,32","81,82%"
[download]Manutencao_Marketing_geral,App,2022-05-26,Igarassu,BRL,2,116,"1,72%","0,04","0,08","0,00", --,"0,00%"
[download]Manutencao_Marketing_geral,App,2022-05-18,Arcoverde,BRL,12,112,"10,71%","0,18","2,12","9,00","0,24","60,00%"
[download]Manutencao_Marketing_geral,App,2022-05-31,Valença,BRL,3,93,"3,23%","0,51","1,54","2,00","0,77","66,67%"
[download]Manutencao_Marketing_geral,App,2022-05-29,Simão Dias,BRL,16,96,"16,67%","0,21","3,29","14,00","0,24","50,00%"
[download]Manutencao_Marketing_geral,App,2022-05-28,Guarabira,BRL,4,137,"2,92%","0,08","0,33","1,00","0,33","14,29%"
[download]Manutencao_Marketing_geral,App,2022-05-06,Currais Novos,BRL,0,90,"0,00%", --,"0,00","0,00", --,0
[download]Manutencao_Marketing_geral,App,2022-05-16,Paudalho,BRL,0,10,"0,00%", --,"0,00","0,00", --,0
[download]Manutencao_Marketing_geral,App,2022-05-26,Nossa Senhora do Socorro,BRL,7,296,"2,36%","0,16","1,11","1,00","1,11","9,09%"
[download]Manutencao_Marketing_geral,App,2022-05-28,Mococa,BRL,10,102,"9,80%","0,26","2,56","4,00","0,64","17,39%"
[download]Manutencao_Marketing_geral,App,2022-05-16,Itanhaém,BRL,0,55,"0,00%", --,"0,00","0,00", --,0
[download]Manutencao_Marketing_geral,App,2022-05-18,Carpina,BRL,4,141,"2,84%","0,17","0,69","3,00","0,23","60,00%"
[download]Manutencao_Marketing_geral,App,2022-05-08,Itapetinga,BRL,3,75,"4,00%","0,09","0,27","0,00", --,"0,00%"
[download]Manutencao_Marketing_geral,App,2022-05-10,Salto de Pirapora,BRL,1,24,"4,17%","0,02","0,02","1,00","0,02","100,00%"
[download]Manutencao_Marketing_geral,App,2022-05-04,Simão Dias,BRL,11,110,"10,00%","0,27","2,96","9,00","0,33","81,82%"
[download]Manutencao_Marketing_geral,App,2022-05-26,Toritama,BRL,3,28,"10,71%","0,13","0,39","2,00","0,19","22,22%"
[download]Manutencao_Marketing_geral,App,2022-05-07,Dias d'Ávila,BRL,1,70,"1,43%","0,04","0,04","1,00","0,04","100,00%"
[download]Manutencao_Marketing_geral,App,2022-05-07,Estância,BRL,19,155,"12,26%","0,17","3,30","16,00","0,21","84,21%"
[download]Manutencao_Marketing_geral,App,2022-05-30,Alagoinhas,BRL,27,235,"11,49%","0,17","4,53","18,00","0,25","50,00%"
[download]Manutencao_Marketing_geral,App,2022-05-08,Igarassu,BRL,1,133,"0,75%","0,02","0,02","0,00", --,"0,00%"
[download]Manutencao_Marketing_geral,App,2022-05-04,Itanhaém,BRL,0,110,"0,00%", --,"0,00","0,00", --,0
