dados_google_querodelivery
3 de Maio de 2022 - 31 de Maio de 2022
Campanha,Tipo de campanha,Dia,Cidade (local geográfico),Código da moeda,Cliques,Impr.,CTR,CPC médio,Custo,Conversões,Custo / conv.,Taxa de conv.
[download]Manutencao_Marketing_geral,App,2022-05-17,Igarassu,BRL,2,112,"1,79%","0,08","0,15","0,00", --,"0,00%"
[download]Manutencao_Marketing_geral,App,2022-05-13,Abreu e Lima,BRL,9,94,"9,57%","0,10","0,88","5,00","0,18","55,56%"
[download]Manutencao_Marketing_geral,App,2022-05-24,Itaberaba,BRL,8,93,"8,60%","0,21","1,67","5,00","0,33","62,50%"
[download]Manutencao_Marketing_geral,App,2022-05-27,Iguatu,BRL,16,258,"6,20%","0,26","4,12","14,00","0,29","25,45%"
[download]Manutencao_Marketing_geral,App,2022-05-06,Lajedo,BRL,0,28,"0,00%", --,"0,00","0,00", --,0
[download]Manutencao_Marketing_geral,App,2022-05-20,Recife,BRL,7,781,"0,90%","0,30","2,12","3,00","0,71","11,54%"
[download]Manutencao_Marketing_geral,App,2022-05-25,Mococa,BRL,2,63,"3,17%","0,60","1,20","1,00","1,20","33,33%"
[download]Manutencao_Marketing_geral,App,2022-05-28,Belo Jardim,BRL,16,256,"6,25%","0,17","2,69","15,00","0,18","21,13%"
[download]Manutencao_Marketing_geral,App,2022-05-11,Itabaianinha,BRL,6,65,"9,23%","0,24","1,44","3,00","0,48","50,00%"
[download]Manutencao_Marketing_geral,App,2022-05-30,Itapevi,BRL,1,161,"0,62%","0,04","0,04","0,00", --,"0,00%"
[download]Manutencao_Marketing_geral,App,2022-05-28,Lagarto,BRL,67,479,"13,99%","0,17","11,30","56,00","0,20","34,15%"
[download]Manutencao_Marketing_geral,App,2022-05-31,Salgueiro,BRL,19,141,"13,48%","0,14","2,71","14,00","0,19","66,67%"
[download]Manutencao_Marketing_geral,App,2022-05-09,Valença,BRL,9,94,"9,57%","0,16","1,47","6,00","0,24","66,67%"
[download]Manutencao_Marketing_geral,App,2022-05-24,Toritama,BRL,0,27,"0,00%", --,"0,01","1,00","0,01","100,00%"
[download]Manutencao_Marketing_geral,App,2022-05-10,Leme,BRL,1,50,"2,00%","0,05","0,05","1,00","0,05","100,00%"
[download]Manutencao_Marketing_geral,App,2022-05-22,Itanhaém,BRL,5,136,"3,68%","0,17","0,85","1,00","0,85","14,29%"
[download]Manutencao_Marketing_geral,App,2022-05-15,Caruaru,BRL,10,650,"1,54%","0,10","1,01","4,00","0,25","40,00%"
[download]Manutencao_Marketing_geral,App,2022-05-11,Santa Cruz do Capibaribe,BRL,6,85,"7,06%","0,13","0,80","3,00","0,27","50,00%"
[download]Manutencao_Marketing_geral,App,2022-05-03,Juazeiro,BRL,2,69,"2,90%","0,22","0,45","0,00", --,"0,00%"
[download]Manutencao_Marketing_geral,App,2022-05-29,Picos,BRL,32,318,"10,06%","0,14","4,35","14,00","0,31","35,00%"
[download]Manutencao_Marketing_geral,App,2022-05-08,Cabedelo,BRL,0,67,"0,00%", --,"0,00","0,00", --,0
[download]Manutencao_Marketing_geral,App,2022-05-31,São Miguel dos Campos,BRL,1,84,"1,19%","0,29","0,29","1,00","0,29","100,00%"
[download]Manutencao_Marketing_geral,App,2022-05-11,Atalaia,BRL,0,7,"0,00%", --,"0,00","0,00", --,0
[download]Manutencao_Marketing_geral,App,2022-05-03,Tobias Barreto,BRL,27,167,"16,17%","0,24","6,43","18,00","0,36","62,07%"
[download]Manutencao_Marketing_geral,App,2022-05-04,Santa Rita,BRL,0,152,"0,00%", --,"0,00","0,00", --,0
[download]Manutencao_Marketing_geral,App,2022-05-21,Serra Talhada,BRL,61,704,"8,66%","0,20","12,13","53,00","0,23","20,70%"
[download]Manutencao_Marketing_geral,App,2022-05-25,Madre de Deus,BRL,2,19,"10,53%","0,23","0,45","1,00","0,45","50,00%"
[download]Manutencao_Marketing_geral,App,2022-05-20,Taquaritinga,BRL,2,114,"1,75%","0,09","0,17","1,00","0,17","16,67%"
[download]Manutencao_Marketing_geral,App,2022-05-23,Santa Inês,BRL,4,99,"4,04%","0,12","0,50","3,00","0,17","33,33%"
[download]Manutencao_Marketing_geral,App,2022-05-11,Icó,BRL,1,91,"1,10%","0,02","0,02","1,00","0,02","100,00%"
[download]Manutencao_Marketing_geral,App,2022-05-23,Santana do Ipanema,BRL,5,94,"5,32%","0,14","0,71","3,00","0,24","18,75%"
[download]Manutencao_Marketing_geral,App,2022-05-31,Surubim,BRL,2,64,"3,13%","0,24","0,48","1,00","0,48","50,00%"
[download]Manutencao_Marketing_geral,App,2022-05-13,Irecê,BRL,10,59,"16,95%","0,22","2,23","9,00","0,25","90,00%"
[download]Manutencao_Marketing_geral,App,2022-05-27,Madre de Deus,BRL,0,24,"0,00%", --,"0,11","0,00", --,"0,00%"
[download]Manutencao_Marketing_geral,App,2022-05-15,São Cristóvão,BRL,4,87,"4,60%","0,10","0,39","3,00","0,13","75,00%"
[download]Manutencao_Marketing_geral,App,2022-05-11,São Cristóvão,BRL,1,51,"1,96%","0,29","0,29","1,00","0,29","100,00%"
[download]Manutencao_Marketing_geral,App,2022-05-11,Itaberaba,BRL,6,49,"12,24%","0,10","0,62","4,00","0,15","66,67%"
[download]Manutencao_Marketing_geral,App,2022-05-08,Seabra,BRL,8,41,"19,51%","0,20","1,57","4,00","0,39","50,00%"
[download]Manutencao_Marketing_geral,App,2022-05-13,Lorena,BRL,4,91,"4,40%","0,17","0,69","2,00","0,34","50,00%"
[download]Manutencao_Marketing_geral,App,2022-05-11,Madre de Deus,BRL,1,18,"5,56%","0,10","0,10","1,00","0,10","100,00%"
[download]Manutencao_Marketing_geral,App,2022-05-07,Salto de Pirapora,BRL,0,31,"0,00%", --,"0,00","0,00", --,0
[download]Manutencao_Marketing_geral,App,2022-05-06,Cabedelo,BRL,1,50,"2,00%","0,04","0,04","1,00","0,04","100,00%"
[download]Manutencao_Marketing_geral,App,2022-05-05,Catolé do Rocha,BRL,2,25,"8,00%","0,27","0,54","1,00","0,54","50,00%"
[download]Manutencao_Marketing_geral,App,2022-05-13,Propriá,BRL,2,17,"11,76%","0,11","0,22","0,00", --,"0,00%"
[download]Manutencao_Marketing_geral,App,2022-05-15,Leme,BRL,2,84,"2,38%","0,22","0,44","1,00","0,44","50,00%"
[download]Manutencao_Marketing_geral,App,2022-05-17,Tucuruí,BRL,3,78,"3,85%","0,18","0,54","1,00","0,54","33,33%"
[download]Manutencao_Marketing_geral,App,2022-05-21,Mococa,BRL,6,116,"5,17%","0,34","2,04","3,00","0,68","16,67%"
[download]Manutencao_Marketing_geral,App,2022-05-06,Farroupilha,BRL,4,48,"8,33%","0,11","0,44","2,00","0,22","50,00%"
[download]Manutencao_Marketing_geral,App,2022-05-07,Itabaiana,BRL,44,160,"27,50%","0,24","10,45","36,00","0,29","80,00%"
[download]Manutencao_Marketing_geral,App,2022-05-15,Catu,BRL,3,54,"5,56%","0,11","0,34","3,00","0,11","100,00%"
[download]Manutencao_Marketing_geral,App,2022-05-31,Itapetinga,BRL,7,90,"7,78%","0,08","0,59","3,00","0,20","42,86%"
[download]Manutencao_Marketing_geral,App,2022-05-03,Santana do Ipanema,BRL,4,91,"4,40%","0,13","0,51","2,00","0,26","40,00%"
[download]Manutencao_Marketing_geral,App,2022-05-06,São Miguel dos Campos,BRL,0,86,"0,00%", --,"0,00","0,00", --,0
[download]Manutencao_Marketing_geral,App,2022-05-19,Propriá,BRL,0,30,"0,00%", --,"0,06","0,00", --,"0,00%"
[download]Manutencao_Marketing_geral,App,2022-05-22,Bezerros,BRL,5,182,"2,75%","0,11","0,54","4,00","0,14","66,67%"
[download]Manutencao_Marketing_geral,App,2022-05-17,Nossa Senhora do Socorro,BRL,1,139,"0,72%","0,02","0,02","1,00","0,02","100,00%"
[download]Manutencao_Marketing_geral,App,2022-05-30,Araras,BRL,1,139,"0,72%","0,65","0,65","0,00", --,"0,00%"
[download]Manutencao_Marketing_geral,App,2022-05-07,São Miguel dos Campos,BRL,1,59,"1,69%","0,20","0,20","0,00", --,"0,00%"
[download]Manutencao_Marketing_geral,App,2022-05-23,Espírito Santo do Pinhal,BRL,0,15,"0,00%", --,"0,05","0,00", --,"0,00%"
[download]Manutencao_Marketing_geral,App,2022-05-28,Recife,BRL,19,1.919,"0,99%","0,22","4,15","8,00","0,52","20,51%"
[download]Manutencao_Marketing_geral,App,2022-05-23,Jandira,BRL,1,131,"0,76%","0,18","0,18","0,00", --,"0,00%"
[download]Manutencao_Marketing_geral,App,2022-05-15,Belo Jardim,BRL,20,148,"13,51%","0,25","4,95","17,00","0,29","65,38%"
[download]Manutencao_Marketing_geral,App,2022-05-30,Garanhuns,BRL,4,244,"1,64%","0,14","0,55","2,00","0,28","50,00%"
[download]Manutencao_Marketing_geral,App,2022-05-14,Juazeiro,BRL,1,155,"0,65%","0,03","0,03","0,00", --,"0,00%"
[download]Manutencao_Marketing_geral,App,2022-05-08,Brumado,BRL,3,78,"3,85%","0,13","0,39","2,00","0,19","66,67%"
[download]Manutencao_Marketing_geral,App,2022-05-31,Leme,BRL,1,82,"1,22%","0,37","0,37","1,00","0,37","100,00%"
[download]Manutencao_Marketing_geral,App,2022-05-14,Paulista,BRL,5,525,"0,95%","0,12","0,60","2,00","0,30","40,00%"
[download]Manutencao_Marketing_geral,App,2022-05-22,Santo Antônio de Jesus,BRL,23,424,"5,42%","0,19","4,35","22,00","0,20","33,85%"
[download]Manutencao_Marketing_geral,App,2022-05-19,Arapiraca,BRL,16,615,"2,60%","0,29","4,57","8,00","0,57","26,67%"
[download]Manutencao_Marketing_geral,App,2022-05-23,Itapevi,BRL,3,84,"3,57%","0,03","0,10","1,00","0,10","33,33%"
[download]Manutencao_Marketing_geral,App,2022-05-19,Penedo,BRL,4,81,"4,94%","0,38","1,52","3,00","0,51","75,00%"
[download]Manutencao_Marketing_geral,App,2022-05-25,Carpina,BRL,11,206,"5,34%","0,17","1,91","7,00","0,27","53,85%"
[download]Manutencao_Marketing_geral,App,2022-05-08,Dias d'Ávila,BRL,2,77,"2,60%","0,04","0,09","1,00","0,09","50,00%"
[download]Manutencao_Marketing_geral,App,2022-05-22,Ipirá,BRL,16,140,"11,43%","0,25","4,03","9,00","0,45","20,93%"
[download]Manutencao_Marketing_geral,App,2022-05-19,Caruaru,BRL,2,460,"0,43%","0,07","0,15","0,00", --,"0,00%"
[download]Manutencao_Marketing_geral,App,2022-05-31,Serrinha,BRL,20,182,"10,99%","0,11","2,13","13,00","0,16","59,09%"
[download]Manutencao_Marketing_geral,App,2022-05-30,Propriá,BRL,0,33,"0,00%", --,"0,01","0,00", --,0
[download]Manutencao_Marketing_geral,App,2022-05-18,Paulo Afonso,BRL,10,218,"4,59%","0,15","1,52","8,00","0,19","47,06%"
[download]Manutencao_Marketing_geral,App,2022-05-21,Farroupilha,BRL,5,73,"6,85%","0,25","1,23","2,00","0,61","33,33%"
[download]Manutencao_Marketing_geral,App,2022-05-15,Abreu e Lima,BRL,5,107,"4,67%","0,16","0,80","3,00","0,27","50,00%"
[download]Manutencao_Marketing_geral,App,2022-05-26,Vitória de Santo Antão,BRL,13,300,"4,33%","0,18","2,39","11,00","0,22","33,33%"
[download]Manutencao_Marketing_geral,App,2022-05-31,Jacobina,BRL,7,92,"7,61%","0,15","1,08","6,00","0,18","85,71%"
[download]Manutencao_Marketing_geral,App,2022-05-08,Arcoverde,BRL,18,122,"14,75%","0,20","3,63","13,00","0,28","68,42%"
[download]Manutencao_Marketing_geral,App,2022-05-15,Arcoverde,BRL,15,115,"13,04%","0,21","3,19","12,00","0,27","66,67%"
[download]Manutencao_Marketing_geral,App,2022-05-31,Catolé do Rocha,BRL,3,39,"7,69%","0,17","0,50","2,00","0,25","66,67%"
[download]Manutencao_Marketing_geral,App,2022-05-31,Palmeira dos Índios,BRL,22,151,"14,57%","0,13","2,82","14,00","0,20","56,00%"
[download]Manutencao_Marketing_geral,App,2022-05-03,Paulista,BRL,2,423,"0,47%","0,36","0,72","2,00","0,36","66,67%"
[download]Manutencao_Marketing_geral,App,2022-05-19,Irecê,BRL,22,151,"14,57%","0,15","3,24","19,00","0,17","55,88%"
[download]Manutencao_Marketing_geral,App,2022-05-20,Seabra,BRL,8,84,"9,52%","0,07","0,57","7,00","0,08","26,92%"
[download]Manutencao_Marketing_geral,App,2022-05-31,Igarassu,BRL,2,134,"1,49%","0,28","0,56","2,00","0,28","100,00%"
[download]Manutencao_Marketing_geral,App,2022-05-24,Pojuca,BRL,9,79,"11,39%","0,17","1,53","5,00","0,31","45,45%"
[download]Manutencao_Marketing_geral,App,2022-05-14,Simão Dias,BRL,16,100,"16,00%","0,24","3,79","13,00","0,29","76,47%"
[download]Manutencao_Marketing_geral,App,2022-05-14,São Miguel dos Campos,BRL,2,138,"1,45%","0,14","0,27","1,00","0,27","50,00%"
[download]Manutencao_Marketing_geral,App,2022-05-23,Pombal,BRL,1,71,"1,41%","0,27","0,27","1,00","0,27","8,33%"
[download]Manutencao_Marketing_geral,App,2022-05-30,Surubim,BRL,3,57,"5,26%","0,28","0,84","2,00","0,42","66,67%"
[download]Manutencao_Marketing_geral,App,2022-05-15,Araras,BRL,1,120,"0,83%","0,10","0,10","0,00", --,"0,00%"
[download]Manutencao_Marketing_geral,App,2022-05-22,Santa Rita,BRL,7,322,"2,17%","0,13","0,93","4,00","0,23","50,00%"
[download]Manutencao_Marketing_geral,App,2022-05-03,Seabra,BRL,10,39,"25,64%","0,16","1,64","8,00","0,20","80,00%"
[download]Manutencao_Marketing_geral,App,2022-05-31,Patos,BRL,36,358,"10,06%","0,19","6,70","29,00","0,23","78,38%"
[download]Manutencao_Marketing_geral,App,2022-05-04,Lorena,BRL,1,122,"0,82%","0,11","0,11","0,00", --,"0,00%"
[download]Manutencao_Marketing_geral,App,2022-05-08,Madre de Deus,BRL,1,40,"2,50%","0,31","0,31","1,00","0,31","100,00%"
[download]Manutencao_Marketing_geral,App,2022-05-21,Surubim,BRL,2,76,"2,63%","0,19","0,38","1,00","0,38","50,00%"
[download]Manutencao_Marketing_geral,App,2022-05-25,Irecê,BRL,12,84,"14,29%","0,10","1,19","12,00","0,10","66,67%"
[download]Manutencao_Marketing_geral,App,2022-05-17,Belo Jardim,BRL,12,119,"10,08%","0,11","1,29","9,00","0,14","56,25%"
[download]Manutencao_Marketing_geral,App,2022-05-23,Garanhuns,BRL,3,182,"1,65%","0,26","0,79","1,00","0,79","16,67%"
[download]Manutencao_Marketing_geral,App,2022-05-15,Itanhaém,BRL,0,92,"0,00%", --,"0,00","0,00", --,0
[download]Manutencao_Marketing_geral,App,2022-05-11,Igarassu,BRL,1,104,"0,96%","0,05","0,05","0,00", --,"0,00%"
[download]Manutencao_Marketing_geral,App,2022-05-18,Simão Dias,BRL,14,79,"17,72%","0,06","0,77","10,00","0,08","66,67%"
[download]Manutencao_Marketing_geral,App,2022-05-25,Currais Novos,BRL,1,102,"0,98%","0,39","0,39","0,00", --,"0,00%"
[download]Manutencao_Marketing_geral,App,2022-05-20,Moreno,BRL,2,43,"4,65%","0,20","0,40","1,00","0,40","50,00%"
[download]Manutencao_Marketing_geral,App,2022-05-20,Paulista,BRL,4,412,"0,97%","0,40","1,59","1,00","1,59","12,50%"
[download]Manutencao_Marketing_geral,App,2022-05-13,Tucuruí,BRL,2,49,"4,08%","0,15","0,30","0,00", --,"0,00%"
[download]Manutencao_Marketing_geral,App,2022-05-03,Araripina,BRL,17,72,"23,61%","0,31","5,26","16,00","0,33","94,12%"
[download]Manutencao_Marketing_geral,App,2022-05-21,Itabaiana,BRL,54,464,"11,64%","0,15","8,17","42,00","0,19","25,45%"
[download]Manutencao_Marketing_geral,App,2022-05-12,Abreu e Lima,BRL,4,62,"6,45%","0,14","0,55","1,00","0,55","25,00%"
[download]Manutencao_Marketing_geral,App,2022-05-18,Serrinha,BRL,10,145,"6,90%","0,22","2,17","8,00","0,27","72,73%"
[download]Manutencao_Marketing_geral,App,2022-05-21,Bezerros,BRL,2,162,"1,23%","0,22","0,44","0,00", --,"0,00%"
[download]Manutencao_Marketing_geral,App,2022-05-03,Patos,BRL,18,181,"9,94%","0,25","4,52","16,00","0,28","88,89%"
[download]Manutencao_Marketing_geral,App,2022-05-05,Vinhedo,BRL,0,25,"0,00%", --,"0,00","0,00", --,0
[download]Manutencao_Marketing_geral,App,2022-05-14,Toritama,BRL,1,11,"9,09%","0,03","0,03","1,00","0,03","50,00%"
[download]Manutencao_Marketing_geral,App,2022-05-17,Palmeira dos Índios,BRL,23,120,"19,17%","0,18","4,21","11,00","0,38","40,74%"
[download]Manutencao_Marketing_geral,App,2022-05-29,Santo Antônio de Jesus,BRL,26,348,"7,47%","0,22","5,75","22,00","0,26","44,00%"
[download]Manutencao_Marketing_geral,App,2022-05-15,Guaratinguetá,BRL,5,223,"2,24%","0,21","1,05","2,00","0,52","40,00%"
[download]Manutencao_Marketing_geral,App,2022-05-17,Garanhuns,BRL,3,167,"1,80%","0,06","0,18","0,00", --,"0,00%"
[download]Manutencao_Marketing_geral,App,2022-05-03,Madre de Deus,BRL,0,20,"0,00%", --,"0,01","0,00", --,"0,00%"
[download]Manutencao_Marketing_geral,App,2022-05-13,Itanhaém,BRL,1,85,"1,18%","0,05","0,05","0,00", --,"0,00%"
[download]Manutencao_Marketing_geral,App,2022-05-23,Pesqueira,BRL,0,45,"0,00%", --,"0,07","0,00", --,"0,00%"
[download]Manutencao_Marketing_geral,App,2022-05-28,São Miguel dos Campos,BRL,4,94,"4,26%","0,27","1,06","2,00","0,53","40,00%"
[download]Manutencao_Marketing_geral,App,2022-05-14,Tobias Barreto,BRL,28,169,"16,57%","0,24","6,78","22,00","0,31","73,33%"
[download]Manutencao_Marketing_geral,App,2022-05-28,Cabedelo,BRL,2,74,"2,70%","0,10","0,19","0,00", --,"0,00%"
[download]Manutencao_Marketing_geral,App,2022-05-03,Simões Filho,BRL,2,119,"1,68%","0,28","0,56","1,00","0,56","50,00%"
[download]Manutencao_Marketing_geral,App,2022-05-21,Palmeira dos Índios,BRL,29,335,"8,66%","0,28","8,00","26,00","0,31","23,01%"
[download]Manutencao_Marketing_geral,App,2022-05-26,Mococa,BRL,4,82,"4,88%","0,26","1,05","2,00","0,52","22,22%"
[download]Manutencao_Marketing_geral,App,2022-05-18,Cambé,BRL,0,84,"0,00%", --,"0,00","0,00", --,0
[download]Manutencao_Marketing_geral,App,2022-05-18,Timbaúba,BRL,0,69,"0,00%", --,"0,00","0,00", --,0
[download]Manutencao_Marketing_geral,App,2022-05-23,Serrinha,BRL,15,218,"6,88%","0,18","2,73","12,00","0,23","37,50%"
[download]Manutencao_Marketing_geral,App,2022-05-18,Lajedo,BRL,0,30,"0,00%", --,"0,00","0,00", --,0
[download]Manutencao_Marketing_geral,App,2022-05-13,Atalaia,BRL,0,9,"0,00%", --,"0,00","0,00", --,0
[download]Manutencao_Marketing_geral,App,2022-05-06,Itaberaba,BRL,6,66,"9,09%","0,18","1,08","4,00","0,27","66,67%"
[download]Manutencao_Marketing_geral,App,2022-05-16,Currais Novos,BRL,0,94,"0,00%", --,"0,00","0,00", --,0
[download]Manutencao_Marketing_geral,App,2022-05-20,Currais Novos,BRL,1,117,"0,85%","0,13","0,13","0,00", --,"0,00%"
[download]Manutencao_Marketing_geral,App,2022-05-13,Bezerros,BRL,0,159,"0,00%", --,"0,00","0,00", --,0
[download]Manutencao_Marketing_geral,App,2022-05-26,Palmeira dos Índios,BRL,18,188,"9,57%","0,16","2,94","11,00","0,27","33,33%"
[download]Manutencao_Marketing_geral,App,2022-05-17,Recife,BRL,20,772,"2,59%","0,25","4,94","9,00","0,55","45,00%"
[download]Manutencao_Marketing_geral,App,2022-05-25,Jandira,BRL,4,110,"3,64%","0,04","0,16","0,00", --,"0,00%"
[download]Manutencao_Marketing_geral,App,2022-05-26,Irecê,BRL,16,126,"12,70%","0,14","2,23","17,00","0,13","42,50%"
[download]Manutencao_Marketing_geral,App,2022-05-14,Petrolina,BRL,8,447,"1,79%","0,24","1,94","4,00","0,48","50,00%"
[download]Manutencao_Marketing_geral,App,2022-05-10,Lorena,BRL,0,80,"0,00%", --,"0,00","0,00", --,0
[download]Manutencao_Marketing_geral,App,2022-05-04,Embu das Artes,BRL,1,175,"0,57%","0,43","0,43","1,00","0,43","100,00%"
[download]Manutencao_Marketing_geral,App,2022-05-12,Cascavel,BRL,1,43,"2,33%","0,16","0,16","1,00","0,16","100,00%"
[download]Manutencao_Marketing_geral,App,2022-05-06,Palmeira dos Índios,BRL,7,98,"7,14%","0,18","1,28","4,00","0,32","57,14%"
[download]Manutencao_Marketing_geral,App,2022-05-17,São Miguel dos Campos,BRL,4,141,"2,84%","0,12","0,50","1,00","0,50","20,00%"
[download]Manutencao_Marketing_geral,App,2022-05-09,Iguatu,BRL,6,123,"4,88%","0,09","0,51","4,00","0,13","57,14%"
[download]Manutencao_Marketing_geral,App,2022-05-28,Currais Novos,BRL,3,164,"1,83%","0,06","0,19","1,00","0,19","33,33%"
[download]Manutencao_Marketing_geral,App,2022-05-31,Recife,BRL,27,996,"2,71%","0,32","8,69","13,00","0,67","44,83%"
[download]Manutencao_Marketing_geral,App,2022-05-23,Pilar,BRL,1,52,"1,92%","0,23","0,23","1,00","0,23","11,11%"
[download]Manutencao_Marketing_geral,App,2022-05-29,Araripina,BRL,39,198,"19,70%","0,14","5,63","32,00","0,18","35,96%"
[download]Manutencao_Marketing_geral,App,2022-05-07,Araripina,BRL,17,92,"18,48%","0,27","4,60","16,00","0,29","94,12%"
[download]Manutencao_Marketing_geral,App,2022-05-09,Farroupilha,BRL,0,27,"0,00%", --,"0,00","0,00", --,0
[download]Manutencao_Marketing_geral,App,2022-05-16,Garanhuns,BRL,3,153,"1,96%","0,13","0,39","1,00","0,39","33,33%"
[download]Manutencao_Marketing_geral,App,2022-05-17,Simão Dias,BRL,11,53,"20,75%","0,05","0,51","4,00","0,13","36,36%"
[download]Manutencao_Marketing_geral,App,2022-05-27,Brumado,BRL,9,89,"10,11%","0,20","1,79","7,00","0,26","25,93%"
[download]Manutencao_Marketing_geral,App,2022-05-30,Toritama,BRL,1,19,"5,26%","0,07","0,07","1,00","0,07","100,00%"
[download]Manutencao_Marketing_geral,App,2022-05-23,Iguatu,BRL,10,220,"4,55%","0,20","2,00","6,00","0,33","20,00%"
[download]Manutencao_Marketing_geral,App,2022-05-28,Paudalho,BRL,0,28,"0,00%", --,"0,01","0,00", --,0
[download]Manutencao_Marketing_geral,App,2022-05-09,Santana do Ipanema,BRL,3,109,"2,75%","0,09","0,26","2,00","0,13","66,67%"
[download]Manutencao_Marketing_geral,App,2022-05-07,Leme,BRL,0,86,"0,00%", --,"0,00","0,00", --,0
[download]Manutencao_Marketing_geral,App,2022-05-27,Santo Antônio de Jesus,BRL,9,310,"2,90%","0,35","3,11","6,00","0,52","13,33%"
[download]Manutencao_Marketing_geral,App,2022-05-20,Araras,BRL,2,165,"1,21%","0,13","0,26","0,00", --,"0,00%"
[download]Manutencao_Marketing_geral,App,2022-05-07,Patos,BRL,24,251,"9,56%","0,14","3,29","21,00","0,16","87,50%"
[download]Manutencao_Marketing_geral,App,2022-05-09,Igarassu,BRL,3,94,"3,19%","0,22","0,66","1,00","0,66","33,33%"
[download]Manutencao_Marketing_geral,App,2022-05-30,Caruaru,BRL,17,577,"2,95%","0,13","2,26","5,00","0,45","26,32%"
[download]Manutencao_Marketing_geral,App,2022-05-23,Lagarto,BRL,28,348,"8,05%","0,16","4,43","22,00","0,20","32,84%"
[download]Manutencao_Marketing_geral,App,2022-05-14,Carpina,BRL,3,140,"2,14%","0,12","0,35","2,00","0,17","33,33%"
[download]Manutencao_Marketing_geral,App,2022-05-03,Arcoverde,BRL,6,110,"5,45%","0,33","1,97","5,00","0,39","41,67%"
[download]Manutencao_Marketing_geral,App,2022-05-13,Pojuca,BRL,24,68,"35,29%","0,23","5,63","17,00","0,33","70,83%"
[download]Manutencao_Marketing_geral,App,2022-05-08,Cajazeiras,BRL,15,88,"17,05%","0,19","2,82","15,00","0,19","93,75%"
[download]Manutencao_Marketing_geral,App,2022-05-15,Teixeira de Freitas,BRL,4,188,"2,13%","0,13","0,53","2,00","0,27","50,00%"
[download]Manutencao_Marketing_geral,App,2022-05-28,Propriá,BRL,1,45,"2,22%","0,04","0,04","1,00","0,04","100,00%"
[download]Manutencao_Marketing_geral,App,2022-05-04,Toritama,BRL,0,8,"0,00%", --,"0,00","0,00", --,0
[download]Manutencao_Marketing_geral,App,2022-05-30,Palmeira dos Índios,BRL,15,143,"10,49%","0,13","2,00","12,00","0,17","52,17%"
[download]Manutencao_Marketing_geral,App,2022-05-03,Pirassununga,BRL,0,61,"0,00%", --,"0,00","0,00", --,0
[download]Manutencao_Marketing_geral,App,2022-05-26,Garanhuns,BRL,4,263,"1,52%","0,22","0,88","2,00","0,44","33,33%"
[download]Manutencao_Marketing_geral,App,2022-05-09,Serra Talhada,BRL,27,204,"13,24%","0,15","3,99","17,00","0,23","58,62%"
